time,seconds_elapsed,z,y,x
1761505132995985200,0.083985107421875,-1.0416412353515625,-0.032806396484375,-0.2342071533203125
1761505133006020400,0.094020263671875,-1.0264739990234375,-0.04180908203125,-0.226470947265625
1761505133016056300,0.104056396484375,-0.9957275390625,-0.03961181640625,-0.2163543701171875
1761505133026091300,0.11409130859375,-0.966888427734375,-0.0396881103515625,-0.2199859619140625
1761505133036126500,0.12412646484375,-0.95538330078125,-0.0454864501953125,-0.225494384765625
1761505133046162400,0.134162353515625,-0.9462738037109375,-0.052032470703125,-0.224365234375
1761505133056197400,0.144197265625,-0.9348602294921875,-0.05224609375,-0.22607421875
1761505133066232300,0.154232421875,-0.929107666015625,-0.0495147705078125,-0.230804443359375
1761505133076268500,0.1642685546875,-0.9275665283203125,-0.045440673828125,-0.235198974609375
1761505133086303200,0.17430322265625,-0.9441070556640625,-0.043853759765625,-0.2414703369140625
1761505133096339200,0.184339111328125,-0.977691650390625,-0.0446014404296875,-0.2445831298828125
1761505133106374100,0.1943740234375,-1.010711669921875,-0.0432891845703125,-0.24853515625
1761505133116409300,0.204409423828125,-1.0428619384765625,-0.0445404052734375,-0.251983642578125
1761505133126445300,0.2144453125,-1.0608062744140625,-0.0546417236328125,-0.2608184814453125
1761505133136480300,0.224480224609375,-1.0628662109375,-0.0712127685546875,-0.268707275390625
1761505133146515500,0.234515380859375,-1.0503082275390625,-0.08709716796875,-0.2795257568359375
1761505133156551400,0.244551513671875,-1.022857666015625,-0.0943603515625,-0.2957305908203125
1761505133166586400,0.25458642578125,-1.0009613037109375,-0.100738525390625,-0.313995361328125
1761505133176621300,0.264621337890625,-0.98992919921875,-0.116668701171875,-0.329071044921875
1761505133186657500,0.274657470703125,-0.986358642578125,-0.13726806640625,-0.3399200439453125
1761505133196692500,0.2846923828125,-1.0013885498046875,-0.1538848876953125,-0.3499908447265625
1761505133206727400,0.2947275390625,-1.0279388427734375,-0.167236328125,-0.362213134765625
1761505133216763400,0.304763427734375,-1.052703857421875,-0.173614501953125,-0.3787994384765625
1761505133226798300,0.31479833984375,-1.0653533935546875,-0.16253662109375,-0.391204833984375
1761505133236834600,0.32483447265625,-1.0698394775390625,-0.135009765625,-0.3829345703125
1761505133246869200,0.334869140625,-1.0538482666015625,-0.1041107177734375,-0.3624420166015625
1761505133256904400,0.344904541015625,-1.0206146240234375,-0.081268310546875,-0.339080810546875
1761505133266940400,0.3549404296875,-0.989013671875,-0.065704345703125,-0.3113555908203125
1761505133276975400,0.364975341796875,-0.948394775390625,-0.05853271484375,-0.298187255859375
1761505133287010300,0.37501025390625,-0.9073333740234375,-0.0552978515625,-0.2958526611328125
1761505133297046500,0.385046630859375,-0.8996124267578125,-0.0507659912109375,-0.2927398681640625
1761505133307081500,0.39508154296875,-0.9068450927734375,-0.049285888671875,-0.2899017333984375
1761505133317117400,0.405117431640625,-0.8757781982421875,-0.057525634765625,-0.2849884033203125
1761505133327152400,0.41515234375,-0.8488922119140625,-0.0645294189453125,-0.2793426513671875
1761505133337187600,0.4251875,-0.8635406494140625,-0.0633087158203125,-0.276641845703125
1761505133347223600,0.4352236328125,-0.886077880859375,-0.060089111328125,-0.2792205810546875
1761505133357258200,0.44525830078125,-0.9178619384765625,-0.0544586181640625,-0.2782135009765625
1761505133367293400,0.45529345703125,-0.9437255859375,-0.0462799072265625,-0.271453857421875
1761505133377329400,0.465329345703125,-0.9496612548828125,-0.048828125,-0.2575836181640625
1761505133387364400,0.4753642578125,-0.940185546875,-0.060516357421875,-0.243011474609375
1761505133397399600,0.485399658203125,-0.922332763671875,-0.073089599609375,-0.2306060791015625
1761505133407435500,0.495435546875,-0.9098968505859375,-0.0807342529296875,-0.2227325439453125
1761505133417470500,0.505470458984375,-0.89508056640625,-0.0861358642578125,-0.23095703125
1761505133427506400,0.51550634765625,-0.8780059814453125,-0.0931243896484375,-0.2505950927734375
1761505133437541400,0.525541259765625,-0.885711669921875,-0.0970306396484375,-0.2734832763671875
1761505133447576600,0.53557666015625,-0.912811279296875,-0.10650634765625,-0.2958221435546875
1761505133457612500,0.545612548828125,-0.9474334716796875,-0.1172943115234375,-0.3131866455078125
1761505133467647200,0.555647216796875,-0.9639434814453125,-0.131561279296875,-0.321502685546875
1761505133477682400,0.565682373046875,-0.9673919677734375,-0.1475677490234375,-0.3162689208984375
1761505133487718400,0.575718505859375,-0.9587860107421875,-0.1614227294921875,-0.314208984375
1761505133497753300,0.58575341796875,-0.9449462890625,-0.167724609375,-0.3162689208984375
1761505133507788500,0.59578857421875,-0.9460601806640625,-0.1752166748046875,-0.321197509765625
1761505133517824500,0.605824462890625,-0.95953369140625,-0.1766204833984375,-0.33056640625
1761505133527859500,0.615859375,-0.9758758544921875,-0.173675537109375,-0.3403472900390625
1761505133537895400,0.6258955078125,-0.9896240234375,-0.1766357421875,-0.3429412841796875
1761505133547930400,0.635930419921875,-1.002777099609375,-0.1746063232421875,-0.341156005859375
1761505133557965600,0.645965576171875,-1.001739501953125,-0.165283203125,-0.34295654296875
1761505133568001500,0.65600146484375,-0.9969635009765625,-0.15106201171875,-0.3385162353515625
1761505133578036200,0.6660361328125,-0.9770050048828125,-0.1384735107421875,-0.3338623046875
1761505133588071400,0.676071533203125,-0.9553070068359375,-0.131103515625,-0.3253021240234375
1761505133598107400,0.686107421875,-0.9329376220703125,-0.126312255859375,-0.3183135986328125
1761505133608142300,0.696142333984375,-0.9133758544921875,-0.1202545166015625,-0.31109619140625
1761505133618178300,0.70617822265625,-0.9057769775390625,-0.1155242919921875,-0.30511474609375
1761505133628213500,0.716213623046875,-0.91259765625,-0.114593505859375,-0.297576904296875
1761505133638248400,0.72624853515625,-0.930938720703125,-0.1107025146484375,-0.301116943359375
1761505133648284400,0.736284423828125,-0.9577789306640625,-0.1033477783203125,-0.311431884765625
1761505133658319400,0.7463193359375,-0.9725341796875,-0.09613037109375,-0.3238372802734375
1761505133668355600,0.75635546875,-0.96392822265625,-0.092742919921875,-0.326171875
1761505133678390500,0.766390625,-0.958038330078125,-0.0984039306640625,-0.318206787109375
1761505133688425200,0.77642529296875,-0.9414215087890625,-0.107025146484375,-0.3038482666015625
1761505133698461200,0.786461181640625,-0.9295654296875,-0.11724853515625,-0.2964935302734375
1761505133708496400,0.796496337890625,-0.928375244140625,-0.1271209716796875,-0.302337646484375
1761505133718531300,0.80653125,-0.926483154296875,-0.131561279296875,-0.3101348876953125
1761505133728567300,0.8165673828125,-0.919586181640625,-0.132965087890625,-0.3216094970703125
1761505133738602500,0.8266025390625,-0.90655517578125,-0.1379547119140625,-0.342681884765625
1761505133748638500,0.836638427734375,-0.9038543701171875,-0.1455230712890625,-0.35809326171875
