version,device name,recording epoch time,recording time,recording timezone,platform,appVersion,device id,sensors,sampleRateMs,standardisation
3,iPhone X,1761505485684,2025-10-26_19-04-45,Africa/Kigali,ios,1.47.1,67eb1db4-cc2d-4f71-bdff-72fa392dd040,Accelerometer|Gyroscope|Annotation|GyroscopeUncalibrated|AccelerometerUncalibrated,10|10||10|10,false
